Village,Copper - Sufficient,Copper - Deficient,Boron - Sufficient,Boron - Deficient,S - Sufficient,S - Deficient,Fe - Sufficient,Fe - Deficient,Zn - Sufficient,Zn - Deficient,Mn - Sufficient,Mn - Deficient
Irukkur,1,0,1,0,1,0,0,1,1,0,1,0
Gopanampalayam,2,0,2,0,2,0,1,1,2,0,2,0
Kuppirikapalayam,7,0,7,0,7,0,6,1,7,0,2,5
Perunkurichi,2,0,2,0,2,0,1,1,2,0,1,1
Devanampalayam,4,0,4,0,4,0,3,1,3,1,2,2
E.Nallagoundampalayam,31,0,7,24,9,22,1,30,31,0,0,31
Ellampalli,65,0,17,48,21,44,2,63,65,0,1,64
Tottamudayampatti,69,2,46,25,27,44,24,47,17,54,61,10
Pavithram Pudur ,53,1,23,31,29,25,10,44,10,44,48,6
Tipramahadevi,97,0,65,32,30,67,5,92,7,90,89,8
Thipramahadevi Agraharam,9,0,5,4,4,5,1,8,1,8,8,1
A Palayapalayam,2,0,0,2,1,1,0,2,1,1,1,1
Devarayapuram,3,1,2,2,4,0,0,4,4,0,4,0
Sarkarpalayapalayam,5,0,2,3,1,4,1,4,0,5,3,2
Puducombai,5,0,1,4,2,3,1,4,1,4,3,2
Muttanchetti,7,1,1,7,6,2,0,8,3,5,5,3
Varagur,7,2,3,6,8,1,1,8,6,3,6,3
Pavithiram,6,3,3,6,6,3,0,9,5,4,6,3
Muthugapatti,4,0,2,2,2,2,0,4,4,0,2,2
A Palapatty,3,0,0,3,0,3,0,3,0,3,1,2
Perumapatti Metku ,4,0,0,4,2,2,0,4,0,4,0,4
Perumapatti Keelakku ,3,0,0,3,1,2,0,3,0,3,1,2
Sivanaickanpatti ,40,5,10,35,5,40,5,40,2,43,3,42
Erumapatti,10,0,3,7,3,7,0,10,2,8,4,6
Palapatty,7,0,1,6,5,2,3,4,1,6,3,4
Konangipatty ,8,0,2,6,0,8,1,7,2,6,7,1
Kejalnaickanpatti ,5,0,1,4,1,4,2,3,2,3,1,4
Bommasamudram Agraharam ,124,5,40,90,47,83,5,125,5,125,85,45
Singalangombi ,9,0,5,4,1,8,2,7,3,6,3,6
Pottireddipatty,10,0,3,7,6,4,0,10,6,4,4,6
Thusur,9,0,2,7,7,2,6,3,0,9,0,9
Kavakkrampatti,5,0,2,3,0,5,0,5,0,5,5,0
Pudukkotti,19,0,2,17,8,11,3,16,12,7,7,12
Ponnari,12,0,1,11,5,7,1,11,2,10,9,3
Perumapatti,5,0,2,3,1,4,3,2,1,4,3,2
Reddipatti,10,0,2,8,3,7,1,9,3,7,7,3
Gajacombai,5,0,0,5,0,5,0,5,1,4,2,3
A Metupatty,5,0,0,5,3,2,0,5,2,3,2,3
Vadavathur,8,0,5,3,3,5,0,8,4,4,6,2
Agrahara valavanthi,6,0,0,6,0,6,0,6,1,5,1,5
M Mettupatti,15,0,3,12,8,7,2,13,5,10,5,10
Sevindipatti,3,0,0,3,0,3,0,3,1,2,3,0
Bodinayakkanpatti,122,0,49,73,68,54,21,101,35,87,80,42
Varadarajapuram,155,3,58,100,48,110,3,155,5,153,129,29
Valavanthi Inam ,1,0,1,0,0,1,0,1,0,1,1,0
Kokkalai,125,0,90,35,103,22,117,8,120,5,80,45
Chinnamanali,107,0,105,2,105,2,0,107,21,86,7,100
Periyamanali (CT),2,0,0,2,0,2,0,2,0,2,1,1
Thondipatti,2,0,0,2,1,1,0,2,1,1,1,1
Agaram,2,0,0,2,0,2,0,2,2,0,1,1
Kumaramangalam,4,0,4,0,4,0,1,3,1,3,4,0
Ladduvadi,3,0,3,0,3,0,1,2,0,3,1,2
Mandagapalayam,2,0,2,0,2,0,2,0,1,1,2,0
Elaiyampalayam,2,0,2,0,2,0,1,1,2,0,2,0
Sakthinayakkanpalayam,3,0,3,0,3,0,0,3,3,0,3,0
Unjanai,3,1,4,0,4,0,1,3,2,2,4,0
Kovilpalayam,3,0,3,0,3,0,1,2,2,1,3,0
Pokkampalaiyam,2,0,2,0,2,0,1,1,2,0,2,0
Kilapalayam,2,0,2,0,2,0,0,2,1,1,1,1
Punjaipudupalayam,1,1,2,0,2,0,0,2,0,2,0,2
Koothampoondi,2,0,2,0,2,0,1,1,2,0,0,2
Molipalli,4,0,4,0,4,0,4,0,3,1,3,1
Pullagoundampatti,96,0,64,32,73,23,1,95,90,6,81,15
Koothampoondi Agraharam,2,0,2,0,2,0,0,2,0,2,0,2
Kuppandapalayam,2,0,2,0,2,0,0,2,2,0,2,0
Andarapatti,2,0,2,0,2,0,0,2,2,0,1,1
Oduvampalayam,3,0,3,0,3,0,0,3,3,0,2,1
Kumarapalayam a Koundampalayam,3,0,3,0,3,0,0,3,1,2,1,2
Konnaiyar,2,0,2,0,2,0,0,2,2,0,1,1
Nallipalayam,2,0,2,0,2,0,2,0,0,2,2,0
Illupuli,3,0,3,0,3,0,0,3,1,2,1,2
Elanagar,2,0,2,0,2,0,0,2,2,0,2,0
Akalampatty,122,0,122,0,121,1,6,116,94,28,102,20
Musiri,2,0,2,0,2,0,1,1,2,0,2,0
Manathi,118,1,88,31,91,28,38,81,117,2,97,22
Bommanpatti,2,0,2,0,2,0,0,2,2,0,2,0
Puthur East,2,0,2,0,2,0,0,2,2,0,2,0
Mavureddipatti,130,0,101,29,91,39,52,77,119,11,88,42
Virukudi,128,10,137,1,49,89,70,68,105,33,133,4
Uttamacholapuram,103,0,103,0,48,55,92,11,103,0,102,1
Kottur,133,10,142,1,85,58,130,13,104,39,135,8
Kuttalam,116,13,128,1,49,80,101,28,102,27,124,5
Idaiyathangudi,117,6,123,0,40,83,64,59,102,21,119,4
Kongaryanallur,114,6,120,0,54,66,73,47,101,19,116,4
Tiruchengathangudi,6,0,6,0,2,4,3,3,6,0,6,0
Arulmuzhithevan,2,0,2,0,2,0,0,2,2,0,2,0
Tirukkannapuram,6,0,6,0,0,6,5,1,6,0,6,0
Tenkarai,4,0,4,0,2,2,2,2,4,0,4,0
Segal,47,25,71,1,61,11,63,9,11,60,66,6
Tiruppayathangudi,2,0,2,0,0,2,1,1,2,0,2,0
Turaiyur,3,0,3,0,1,2,2,1,3,0,3,0
Siyathanmangai,3,0,3,0,0,3,3,0,3,0,3,0
Porakudi,1,0,1,0,0,1,0,1,1,0,1,0
Tenpidagai,2,0,2,0,2,0,0,2,2,0,2,0
Ervadi,52,0,52,0,1,51,50,2,52,0,52,0
Kilathanjavur,5,0,5,0,1,4,2,3,5,0,5,0
Pandaravadai,1,0,1,0,0,1,1,0,1,0,1,0
Marungur,2,0,2,0,0,2,2,0,2,0,2,0
Vadagarai,5,0,5,0,3,2,1,4,5,0,5,0
Neykuppai,3,0,3,0,0,3,1,2,3,0,3,0
Pillali,3,0,3,0,1,2,2,1,3,0,3,0
Adalaiyur,1,0,1,0,0,1,1,0,1,0,1,0
Kangalancheri,5,0,5,0,0,5,3,2,5,0,5,0
Ambal,51,0,51,0,2,49,50,1,51,0,51,0
Kuruvadi,28,0,28,0,7,21,27,1,28,0,28,0
Kottarakkudi,4,0,4,0,1,3,4,0,4,0,4,0
Pudukkadai,3,0,3,0,1,2,3,0,3,0,3,0
Periyakannamangalam,4,0,4,0,2,2,3,1,4,0,4,0
Rarantimangalam,2,0,2,0,0,2,1,1,2,0,2,0
Kilabudanur,4,0,4,0,1,3,4,0,4,0,4,0
Puttagaram,1,0,1,0,1,0,1,0,1,0,1,0
Karaiyur,4,0,4,0,2,2,1,3,4,0,4,0
Melabudanur,4,0,4,0,2,2,2,2,4,0,4,0
Seshamulai,1,0,1,0,0,1,0,1,1,0,1,0
Enangudi,1,0,1,0,0,1,1,0,1,0,1,0
Kidamangalam,2,0,2,0,0,2,2,0,2,0,2,0
Tirumarugal,102,0,102,0,51,51,100,2,102,0,102,0
Iravancheri,3,0,3,0,1,2,0,3,3,0,3,0
Alathur,2,0,2,0,0,2,1,1,2,0,2,0
Polagam,24,0,24,0,4,20,24,0,24,0,24,0
Kottapadi,2,0,2,0,0,2,2,0,2,0,2,0
Vazhkkudi,3,0,3,0,2,1,2,1,3,0,3,0
Kottamangalam,132,0,130,2,71,61,106,26,103,28,110,22
Kattumavadi,1,0,1,0,0,1,1,0,1,0,1,0
Panangudi,51,0,51,0,2,49,51,0,51,0,51,0
Narimanam,1,0,1,0,0,1,0,1,1,0,1,0
Gopurajapuram,1,0,1,0,0,1,0,1,1,0,1,0
Agarakondagai,2,0,2,0,0,2,2,0,2,0,2,0
Madirimangalam,1,0,1,0,1,0,1,0,1,0,1,0
Tirupugalur,1,0,1,0,1,0,0,1,1,0,1,0
kayattur,2,0,2,0,2,0,0,2,2,0,2,0
Pannal,55,0,55,0,7,48,53,2,55,0,55,0
Kadinevayal,30,0,30,0,15,15,28,2,30,0,30,0
Ayakkarambulam IV Sethi,31,0,31,0,11,20,31,0,31,0,31,0
Karurpambulam,183,0,178,5,181,2,181,2,118,65,183,0
Sembodai,1,0,1,0,1,0,0,1,1,0,1,0
Vaimedu East,2,0,2,0,2,0,1,1,2,0,2,0
Pushpavanam,2,0,2,0,0,2,2,0,2,0,2,0
Marudur Therku,52,0,52,0,10,42,52,0,52,0,52,0
Thanikpttagam,2,0,2,0,0,2,0,2,2,0,2,0
Vaimedu west,50,0,50,0,13,37,50,0,50,0,50,0
Thagattur Subramanyakadu,52,0,52,0,4,48,52,0,52,0,52,0
Thethakudi North,1,0,1,0,0,1,0,1,1,0,1,0
Thagattur Pethachikadu,2,0,2,0,0,2,2,0,2,0,2,0
Vanduvancheri,100,82,125,57,160,22,175,7,36,146,161,21
Ayakkaranbulam II Sethi,27,0,27,0,17,10,25,2,27,0,27,0
Ayakkaranbulam Ist Sethi,49,123,164,4,140,32,165,6,3,169,140,32
vedharanyam,2,0,2,0,1,1,2,0,2,0,2,0
vedaranyam pattinam,2,0,2,0,0,2,2,0,2,0,2,0
Adhanur,53,0,53,0,6,47,52,1,53,0,53,0
Thethakudi South,1,0,1,0,0,1,0,1,1,0,1,0
vedaranyam part,2,0,2,0,0,2,2,0,2,0,2,0
Neivilakku,2,0,2,0,1,1,1,1,2,0,2,0
Periyakuthagai,53,109,90,71,133,29,153,9,8,153,134,28
Kuravapuram,160,26,173,13,159,27,173,13,85,101,186,0
agasthiyapalli,2,0,2,0,0,2,2,0,2,0,2,0
Nagakudaiyan,148,15,138,25,163,0,159,4,60,103,163,0
Chettipulam,95,0,95,0,4,91,95,0,94,1,29,66
Sembagarayanellur,53,0,53,0,20,33,34,19,53,0,51,2
Katharipuram,52,0,52,0,15,37,37,15,51,1,52,0
Marudur Vadakku,27,0,27,0,15,12,27,0,27,0,27,0
Pachanathikulam Middle,102,82,106,78,167,17,184,0,6,178,184,0
Thennadar,2,0,2,0,1,1,2,0,2,0,2,0
Panchanathikulam East,1,0,1,0,0,1,1,0,1,0,1,0
Panchanathikulam West,1,0,1,0,1,0,1,0,1,0,1,0
Andagathurai,99,1,100,0,100,0,96,4,72,28,100,0
Vadamazhai,2,0,2,0,2,0,1,1,2,0,2,0
Piranthiyankarai,2,0,2,0,0,2,2,0,2,0,2,0
Ayakkarambulam III Sethi,3,0,3,0,1,2,3,0,3,0,3,0
Mulakarai,2,0,2,0,1,1,0,2,2,0,2,0
Vedaraniyapuram,4,0,4,0,1,3,4,0,4,0,4,0
thalanayar 4 st sethi,47,0,47,0,6,41,47,0,47,0,47,0
Sithamoor,81,46,124,3,90,37,114,13,57,70,116,11
Keeramber,58,0,58,0,35,23,48,10,58,0,58,0
Thirividaimaruthur,161,0,161,0,38,123,117,44,118,43,161,0
Umbalacheri,122,4,126,0,61,65,72,54,101,25,122,4
Kothangudi,24,4,28,0,27,1,26,2,2,26,27,1
Pannaitheru,4,0,4,0,3,1,0,4,1,3,4,0
Thulasapuram,114,9,123,0,43,80,110,13,105,18,110,13
Nathapalam,126,6,130,2,74,57,117,15,42,90,127,5
Pangal,5,0,5,0,5,0,5,0,1,4,5,0
Katchanagaram,4,0,4,0,4,0,4,0,1,3,4,0
Kolappadu,51,0,51,0,4,47,51,0,50,1,51,0
Muthurasapuram,5,0,5,0,5,0,5,0,2,3,5,0
Maharajapuram (West),17,9,25,1,22,4,22,4,1,25,24,2
Kottangudi,4,0,4,0,3,1,1,3,1,3,1,3
Talanayar,44,0,43,1,36,8,42,1,15,29,39,5
Tholuthur,13,1,13,1,13,1,14,0,1,13,13,1
Panangadi,5,0,5,0,2,3,2,3,1,4,5,0
Naluvedapathi,2,0,2,0,1,1,2,0,2,0,2,0
Kovilpathu,1,0,1,0,0,1,1,0,1,0,1,0
Vellapallam,2,0,2,0,1,1,2,0,2,0,2,0
Kallimedu,1,0,1,0,1,0,1,0,1,0,1,0
Kadanthethi,51,0,51,0,11,40,51,0,51,0,51,0
Ayemoor,52,0,52,0,9,43,52,0,52,0,52,0
Neermulai,3,0,3,0,2,1,3,0,3,0,3,0
Puthur,2,0,2,0,1,1,2,0,2,0,2,0
Vadugoor,2,0,2,0,1,1,2,0,2,0,2,0
Manakkudi,1,0,1,0,0,1,1,0,1,0,1,0
Maharajapuram (East),2,0,2,0,2,0,2,0,2,0,2,0
Vadugachery,201,0,201,0,201,0,198,3,165,36,201,0
Mahadanam,101,0,99,2,54,47,100,1,58,43,98,3
Alangudi,1,0,1,0,1,0,1,0,1,0,1,0
Agalangam,1,0,1,0,1,0,1,0,0,1,1,0
Karuvalangadai,1,0,1,0,1,0,1,0,1,0,1,0
Therkupoigainallur,101,0,101,0,71,30,101,0,100,1,101,0
Pappakovil,1,0,1,0,1,0,1,0,0,1,1,0
Vadavoor,1,0,1,0,1,0,1,0,1,0,1,0
Kuruchi,1,0,1,0,1,0,1,0,1,0,1,0
Sembiyamahadevi,1,0,1,0,1,0,1,0,1,0,1,0
Ivanallur,3,0,3,0,3,0,3,0,3,0,3,0
Orauthur,101,0,101,0,33,68,55,46,100,1,101,0
Nagappattinam,2,0,2,0,2,0,2,0,2,0,2,0
Vadakkupoigainallur,62,0,62,0,10,52,62,0,61,1,60,2
Ilandambanur,1,0,1,0,1,0,1,0,1,0,1,0
Palaiyur,2,0,2,0,2,0,2,0,1,1,2,0
Sikkal,1,0,1,0,1,0,1,0,1,0,1,0
Sengamangalam,4,0,4,0,3,1,4,0,1,3,4,0
Vadakudi,3,0,3,0,3,0,3,0,1,2,3,0
Poravacheri (CT),1,0,1,0,1,0,1,0,1,0,1,0
Nagore (Kottagam),3,0,3,0,3,0,3,0,3,0,3,0
Puduchery,1,0,1,0,1,0,1,0,1,0,1,0
Ponveli,102,0,102,0,23,79,101,1,39,63,102,0
Perungandambanur,3,0,3,0,3,0,3,0,2,1,3,0
Agaraorathur,1,0,1,0,1,0,1,0,0,1,1,0
Thethi,82,1,83,0,20,63,56,27,75,8,83,0
Srirangadipuliyur,1,0,1,0,1,0,1,0,1,0,1,0
Themangalam,101,0,101,0,42,58,20,81,101,0,101,0
Abaranadari,1,0,1,0,1,0,1,0,0,1,1,0
Sellur,5,0,5,0,5,0,5,0,4,1,5,0
Thittachery,1,0,1,0,0,1,1,0,1,0,1,0
Kakkalani,166,0,167,0,85,82,155,12,165,2,167,0
Thurukkanangudi,102,0,102,0,59,43,98,4,100,2,97,5
Vengidangal,2,0,2,0,0,2,2,0,0,2,2,0
Eravancheri,52,0,52,0,12,40,52,0,51,1,51,1
Anaimangalam,102,0,101,1,35,67,97,5,24,78,102,0
Kurukkathi,2,0,2,0,2,0,2,0,0,2,2,0
Kohur,2,0,2,0,2,0,0,2,0,2,2,0
Radhamangalam,1,0,2,0,2,0,2,0,0,2,2,0
agarakadambanur,52,0,52,0,10,42,52,0,50,2,52,0
Vadakkalathur,2,0,2,0,2,0,0,2,0,2,2,0
Koothur,2,0,2,0,2,0,1,1,0,2,2,0
kilvelur,0,0,1,0,1,0,0,1,0,1,1,0
Vadakkuveli,101,0,101,0,19,82,101,0,100,1,101,0
Iluppur,101,0,100,1,56,45,100,1,99,2,101,0
Koorathangudi,2,0,2,0,1,1,0,2,2,0,2,0
Kurumanangudi,2,0,2,0,2,0,2,0,0,2,2,0
Pattamangalam,2,0,2,0,2,0,2,0,0,2,2,0
Okkur,1,0,1,0,1,0,1,0,0,1,1,0
Vadagarai,1,0,1,0,1,0,0,1,0,1,1,0
Serunallur,102,0,102,0,62,40,71,31,99,3,101,1
Thevur,2,0,2,0,2,0,2,0,1,1,1,1
Athipuliyur,102,0,102,0,55,47,87,15,100,2,102,0
Irukkai,1,0,2,0,2,0,2,0,0,2,2,0
Anthagudi,101,1,102,0,36,66,78,24,99,3,99,3
Valivalam,2,0,2,0,1,1,1,1,2,0,2,0
Therkupanaiyur,102,0,102,0,60,42,100,2,70,32,102,0
Adhamangalam,52,0,52,0,8,44,50,2,52,0,52,0
Thenmarudur,2,0,2,0,0,2,2,0,2,0,2,0
Kodiyalathur,102,0,102,0,67,35,83,19,102,0,102,0
Karugudi,2,0,2,0,1,1,1,1,2,0,2,0
Vadakkupanaiyur,2,0,2,0,1,1,1,1,2,0,2,0
Anakkudi,2,0,2,0,1,1,0,2,2,0,2,0
Koilkanapoor,2,0,2,0,0,2,0,2,2,0,2,0
Thirukkanangudi Agaram,2,0,2,0,0,2,2,0,2,0,2,0
Mohanur,2,0,2,0,2,0,2,0,2,0,2,0
Anakkudi,2,0,2,0,2,0,2,0,2,0,2,0
Manallur,2,0,2,0,2,0,1,1,2,0,2,0
Vandalur,3,0,3,0,1,2,1,2,3,0,3,0
Sathiyakudi,2,0,2,0,0,2,2,0,2,0,2,0
Manalur,1,0,1,0,0,1,0,1,1,0,1,0
Venmani,2,0,2,0,0,2,1,1,2,0,2,0
Sigar,51,0,51,0,10,41,50,1,51,0,51,0
Killukudi,2,0,2,0,2,0,0,2,2,0,2,0
Kilapidagai,99,4,93,10,102,1,30,73,33,70,103,0
Vappanchery,102,0,102,0,101,1,1,101,1,101,100,2
Venmanacheri,2,0,2,0,2,0,0,2,0,2,2,0
Thiruvaimur,1,0,1,0,1,0,0,1,0,1,1,0
Palakurichi,1,0,1,0,1,0,0,1,0,1,1,0
Thirukuvalai,51,0,51,0,9,42,50,1,50,1,51,0
Karunguni,54,0,54,0,16,38,24,30,50,4,54,0
Karappidagai (North),2,0,2,0,2,0,2,0,0,2,2,0
Erayankudy,1,0,1,0,1,0,0,1,0,1,1,0
Madapuram,1,0,1,0,1,0,0,1,0,1,1,0
Esanur,53,0,53,0,20,33,45,8,50,3,53,0
Vettaikkaraniruppu,4,0,4,0,4,0,4,0,0,4,4,0
Thiruppoondi (West),2,0,2,0,2,0,0,2,0,2,2,0
Thanilappadi,3,0,3,0,3,0,0,3,0,3,3,0
Vallam,1,0,1,0,1,0,1,0,0,1,1,0
Malavelakarai,1,0,1,0,1,0,1,0,0,1,1,0
Cholavidyapuram,54,0,54,0,25,29,32,22,51,3,54,0
Prathabaramapuram,1,0,1,0,1,0,0,1,0,1,1,0
Ettugudi,1,0,1,0,1,0,0,1,0,1,1,0
Valakarai,88,13,99,2,101,0,38,63,3,98,101,0
Vizhunthamavadi,57,74,124,4,83,48,123,8,35,94,109,22
Keelaiyur,2,0,2,0,2,0,0,2,2,0,2,0
Ottathattai,1,0,1,0,1,0,1,0,0,1,1,0
Meenamanallur,1,0,1,0,1,0,0,1,1,0,1,0
Karappidagai (South),47,53,73,27,49,51,66,34,21,79,30,70
Thiruppoondi (East),2,0,2,0,0,2,2,0,2,0,2,0
Thalayamazhai,3,0,3,0,0,3,3,0,3,0,3,0
Chinathumboor,2,0,2,0,2,0,2,0,2,0,2,0
Melaiyur,101,0,100,1,101,0,101,0,100,1,101,0
Karkoil,105,0,19,86,105,0,105,0,87,18,96,9
Thiruppangur,106,0,87,19,93,13,105,1,98,8,106,0
Perumangalam,100,0,97,3,83,17,100,0,5,95,100,0
Nemmeli,196,4,98,102,182,18,200,0,74,126,191,9
Kadhiramangalam,103,7,87,23,107,3,110,0,71,39,96,14
Perunthottam I,100,0,17,83,100,0,100,0,68,32,92,8
Vanagiri,10,0,3,7,10,0,10,0,0,10,10,0
Edakudivasapathy I,10,0,7,3,10,0,10,0,0,10,10,0
Kanniyakudi,10,0,6,4,10,0,10,0,0,10,10,0
KAIVELANCHERY -,15,0,13,2,15,0,15,0,0,15,15,0
Thiruvengadu,10,0,1,9,10,0,10,0,0,10,10,0
Agani,22,0,16,6,22,0,22,0,0,22,22,0
Karaimedu,3,0,2,1,3,0,3,0,0,3,3,0
Thennampattiam,12,3,13,2,15,0,15,0,0,15,15,0
Keelasattanathapuram,6,0,4,2,6,0,6,0,0,6,6,0
Thiruvaly,17,0,7,10,17,0,17,0,0,17,17,0
Sattanathapuram,28,22,39,11,50,0,50,0,22,28,50,0
Kathiruppu,4,0,4,0,4,0,4,0,0,4,4,0
Manigramam,6,0,3,3,6,0,6,0,0,6,6,0
Keelaiyur,16,0,6,10,16,0,16,0,0,16,16,0
Thatalankoil - ,9,6,11,4,15,0,15,0,0,15,15,0
Radhanallur,5,0,2,3,5,0,5,0,0,5,5,0
Puduthurai,6,0,2,4,6,0,6,0,0,6,6,0
Nangur,4,0,0,4,4,0,4,0,0,4,4,0
Punganur,5,0,3,2,5,0,5,0,0,5,5,0
Marudhangudy,1,0,0,1,1,0,1,0,0,1,1,0
Mangaimadam,11,0,9,2,11,0,11,0,0,11,11,0
Villandhidasa Samuthiram,15,0,2,13,15,0,15,0,0,15,15,0
Sirkali - ,21,0,3,18,21,0,21,0,0,21,21,0
Sembathaniruppu,7,0,1,6,6,1,7,0,0,7,7,0
Gunathalapadi - ,15,0,4,11,15,0,15,0,0,15,15,0
Thirunagiri,15,0,2,13,14,1,15,0,0,15,15,0
Valluvakudi,24,0,4,20,22,2,24,0,0,24,24,0
Pagasalai,101,0,101,0,101,0,51,50,101,0,100,1
Narasinganatham,153,56,112,97,196,13,175,34,92,117,209,0
Arasur,130,3,114,19,127,6,103,30,92,41,131,2
Nadukkarai Melpathi,50,0,11,39,0,50,28,22,50,0,50,0
Thiruvidakazhi,118,0,47,71,72,46,89,29,42,76,117,1
Parasalur,100,0,18,82,95,5,70,30,99,1,100,0
Nadukkarai Keelapathi,45,0,6,39,0,45,27,18,45,0,45,0
Kattucheri,110,0,23,87,16,94,89,21,99,11,109,1
Eduthukkatti,113,0,30,83,65,48,61,52,103,10,113,0
Mukkarumbur,111,4,26,89,108,7,75,40,99,16,115,0
T.Manalmedu,119,0,14,105,111,8,89,30,85,34,119,0
Kizhaiyur,103,0,14,89,100,3,62,41,95,8,103,0
Arupathy,10,13,21,2,23,0,23,0,0,23,23,0
Killiyur,7,0,5,2,7,0,7,0,0,7,7,0
Sembanarkoil,1,1,1,1,2,0,2,0,0,2,2,0
Tiruchampalli,5,5,9,1,10,0,10,0,0,10,9,1
Kalahasthinathapuram,5,2,6,1,7,0,7,0,0,7,7,0
Kidarankondan,4,11,11,4,15,0,15,0,0,15,15,0
Alaveli,10,0,10,0,9,1,10,0,6,4,10,0
Melaperumpallam,13,0,10,3,8,5,11,2,11,2,12,1
Kahiyappanallur,13,0,7,6,13,0,13,0,10,3,13,0
Eravancheri,6,0,5,1,6,0,6,0,4,2,6,0
Athuppakkam,1,0,1,0,0,1,1,0,0,1,1,0
Annavasal,6,0,6,0,6,0,6,0,4,2,6,0
Eachangudi,7,0,7,0,7,0,7,0,6,1,7,0
Keelamathur,8,0,6,2,4,4,6,2,7,1,8,0
Manikkapangu,5,0,3,2,3,2,5,0,4,1,5,0
Madapuram,12,0,7,5,12,0,12,0,9,3,12,0
Mamakudi,13,0,6,7,11,2,13,0,10,3,13,0
Akkurpandaravadai,1,0,0,1,0,1,0,1,1,0,1,0
Kildangal,8,0,7,1,8,0,8,0,7,1,7,1
Karuvazhakarai,6,0,2,4,6,0,6,0,4,2,6,0
Gudalur,11,0,10,1,11,0,11,0,10,1,10,1
Natham,8,0,8,0,8,0,8,0,0,8,8,0
Semangalam,10,0,3,7,10,0,10,0,0,10,10,0
Mudikandanallur,7,0,6,1,7,0,7,0,0,7,7,0
Udayayarkoil Pathy,12,0,11,1,12,0,12,0,0,12,12,0
Vilagam,26,0,21,5,26,0,26,0,0,26,26,0
Naduvasal,6,0,3,3,6,0,6,0,0,6,6,0
Memathur,7,0,2,5,7,0,7,0,0,7,7,0
Thirukkadaiyur,11,0,6,5,11,0,11,0,0,11,11,0
Pillaiperumalnallur,18,0,8,10,18,0,18,0,0,18,18,0
Kondathur,3,0,3,0,3,0,3,0,0,3,3,0
Thiruvillaiyattam,2,0,2,0,2,0,2,0,0,2,2,0
Uthirangudi,4,0,2,2,4,0,4,0,0,4,4,0
Melaiyur,1,0,1,0,1,0,1,0,0,1,1,0
Thillaiyadi,6,0,3,3,6,0,6,0,0,6,6,0
Ilaiyalur,7,0,5,2,7,0,7,0,0,7,7,0
Thirukkalacheri,2,0,2,0,2,0,2,0,0,2,2,0
Mathur,2,0,2,0,2,0,2,0,0,2,2,0
Iluppur,1,0,1,0,1,0,1,0,0,1,1,0
Marudampallam,1,0,1,0,1,0,1,0,0,1,1,0
Thalaiyudaiyarar Koil Pathy,5,0,5,0,5,0,5,0,0,5,5,0
Visalur,1,0,1,0,1,0,1,0,0,1,1,0
Kalamanallur,2,0,1,1,2,0,2,0,0,2,2,0
Ramachandrankoilpathu,1,0,0,1,1,0,1,0,0,1,1,0
Nalladai,1,0,1,0,1,0,1,0,0,1,1,0
Kizhaperumpallam,1,0,0,1,1,0,1,0,0,1,1,0
Kanjanagaram,1,0,0,1,1,0,1,0,0,1,1,0
Kothangudi,2,0,1,1,2,0,2,0,0,2,2,0
Kondathur,3,0,3,0,3,0,3,0,0,3,3,0
Thiruvillaiyattam,2,0,2,0,2,0,2,0,0,2,2,0
Uthirangudi,4,0,2,2,4,0,4,0,0,4,4,0
Melaiyur,1,0,1,0,1,0,1,0,0,1,1,0
Thillaiyadi,6,0,3,3,6,0,6,0,0,6,6,0
Ilaiyalur,7,0,5,2,7,0,7,0,0,7,7,0
Thirukkalacheri,2,0,2,0,2,0,2,0,0,2,2,0
Mathur,2,0,2,0,2,0,2,0,0,2,2,0
Iluppur,1,0,1,0,1,0,1,0,0,1,1,0
Marudampallam,1,0,1,0,1,0,1,0,0,1,1,0
Thalaiyudaiyarar Koil Pathy,5,0,5,0,5,0,5,0,0,5,5,0
Visalur,1,0,1,0,1,0,1,0,0,1,1,0
Kalamanallur,2,0,1,1,2,0,2,0,0,2,2,0
Ramachandrankoilpathu,1,0,0,1,1,0,1,0,0,1,1,0
Nalladai,1,0,1,0,1,0,1,0,0,1,1,0
Kizhaperumpallam,1,0,0,1,1,0,1,0,0,1,1,0
Kanjanagaram,1,0,0,1,1,0,1,0,0,1,1,0
Kothangudi,2,0,1,1,2,0,2,0,0,2,2,0
Anaimelagaram,200,0,25,175,200,0,55,145,74,126,33,167
Muvalur,102,6,95,13,105,3,108,0,74,34,93,15
Attur,98,3,61,40,99,2,101,0,69,32,88,13
Mayiladuthurai,94,7,88,13,99,2,101,0,73,28,89,12
Manakkudi,100,0,31,69,100,0,100,0,67,33,89,11
Tiruchitrambalam,100,0,11,89,100,0,100,0,62,38,95,5
Uluthakuppai,100,0,20,80,93,7,100,0,0,100,100,0
Kiloy,100,0,18,82,82,18,100,0,0,100,100,0
Talainayar,61,0,9,52,56,5,43,18,49,12,61,0
Maraiyur,101,0,13,88,99,2,101,0,0,101,101,0
Talainayar II Bit,61,0,4,57,56,5,42,19,50,11,61,0
Mozhaiyur,5,0,3,2,5,0,5,0,0,5,5,0
Melanallur,9,1,8,2,10,0,10,0,0,10,10,0
Mudikandanallur,3,2,5,0,5,0,5,0,0,5,5,0
Mannampandal,1,9,0,10,10,0,10,0,0,10,10,0
Nallathukudi,9,0,9,0,9,0,9,0,0,9,9,0
Murugamangalam,10,0,7,3,10,0,10,0,0,10,10,0
